percentage,pvalue
0,1
0.3,0.65
0,1
0,1
0,1
2.2,0.00025
0,1
0,1
0,1
0,1
0,1
0,1
0.8,0.22
0,1
3.9,1.20E-09
6.3,3.10E-23
11.7,1.90E-75
1.9,2.80E-03
0,1.00E+00
32.8,0.00E+00
0.7,2.90E-01
21.2,7.10E-230
13.9,8.30E-101
0,1.00E+00
0,1.00E+00
0,1.00E+00
0,1.00E+00
0,1.00E+00
0,1.00E+00
0,1.00E+00
0,1.00E+00
0,1.00E+00
0,1.00E+00
0,1.00E+00
0,1.00E+00
0,1.00E+00
0,1.00E+00
0,1.00E+00
0,1.00E+00
0,1.00E+00
0,1.00E+00
0,1.00E+00
0,1.00E+00
0,1.00E+00
0,1.00E+00
